"lbdnum","sic3","firstyear","lastyear","mu_1977","mu_1982","mu_1987","mu_1992","mu_1997","mu_2002","emp_1977","emp_1978","emp_1979","emp_1980","emp_1981","emp_1982","emp_1983","emp_1984","emp_1985","emp_1986","emp_1987","emp_1988","emp_1989","emp_1990","emp_1991","emp_1992","emp_1993","emp_1994","emp_1995","emp_1996","emp_1997","emp_1998","emp_1999","emp_2000"
100019120777,239,1977,1984,0,0,0,NA,NA,NA,1,6,1,1,5,3,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100002620408,239,1983,2000,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,19,19,18,60,77,48,65,53,69,116,190,27,9,13,7,2,2,5
100000705893,239,1977,1989,0,0,0,0,NA,NA,11,5,30,40,4,16,8,17,46,98,8,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100018258394,239,1995,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,2,1,1,2
100020763681,239,1994,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,15,25,11,20,7
100019403587,239,1977,1996,0,0,0,0,0,NA,8,12,26,35,10,15,34,37,21,7,6,11,27,34,44,23,14,4,2,0,NA,NA,NA,NA
100018504284,239,1977,1983,0,0,0,NA,NA,NA,1,7,21,6,6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100003080957,239,1977,1977,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100017757119,239,1977,1987,0,0,0,NA,NA,NA,11,25,57,58,41,10,14,8,19,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100014447155,239,1977,2000,0,0,0,0,0,0,19,15,71,57,52,7,25,7,4,31,8,15,8,7,25,2,4,2,6,1,14,17,13,14
100008627009,239,1989,1991,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
100020709021,239,1977,1978,0,0,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100012883695,239,1977,1988,0,0,0,0,NA,NA,7,3,25,9,9,12,8,16,41,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100013837650,239,1977,2000,0,0,0,0,0,0,3,16,76,9,3,16,30,22,11,4,1,5,29,61,3,0,7,9,19,40,9,2,5,5
100005238288,239,1987,1992,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,7,14,9,NA,NA,NA,NA,NA,NA,NA,NA
100001547865,239,1979,1989,NA,0,0,0,NA,NA,NA,NA,5,26,5,22,5,10,15,23,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100012330026,239,1986,1997,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,18,31,3,9,6,20,40,6,7,10,8,NA,NA,NA
100019641703,239,1990,1992,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,3,NA,NA,NA,NA,NA,NA,NA,NA
100003467532,239,1984,1989,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100009991526,239,2000,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
100013341718,239,1995,1998,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,7,9,NA,NA
100019574897,239,1994,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,16,9,6,10,37,33
100016251780,239,1990,1991,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
100008696691,239,1981,1984,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100004699008,239,2000,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
100000070776,239,1993,1997,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,3,0,NA,NA,NA
100008394144,239,1986,1993,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,14,4,3,12,17,28,23,NA,NA,NA,NA,NA,NA,NA
100003436580,239,1978,1986,NA,0,0,NA,NA,NA,NA,0,4,17,14,10,3,6,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100013571305,239,1977,1992,0,0,0,0,NA,NA,3,13,51,83,59,69,30,30,38,11,7,2,2,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA
100019732802,239,1995,1996,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA
100004082092,239,1977,1989,0,0,0,0,NA,NA,13,47,1,24,7,7,16,19,9,24,28,13,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100006818615,239,1977,1979,0,0,NA,NA,NA,NA,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100014704828,239,1977,1989,0,0,0,0,NA,NA,2,14,39,50,105,122,9,18,22,18,32,21,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100020748521,239,1993,1999,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,10,6,1,6,9,11,NA
100001218298,239,1994,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,7,4,2,9,4
100006948874,239,1985,2000,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,9,4,1,2,16,16,6,24,13,23,32,36,44,81,62,63
100011792854,239,1977,1984,0,0,0,NA,NA,NA,5,10,33,34,4,3,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100008659283,239,1990,1993,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,4,2,NA,NA,NA,NA,NA,NA,NA
100005976999,239,1977,1979,0,0,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100014687307,239,1986,1988,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100014518166,239,1980,1990,NA,0,0,0,NA,NA,NA,NA,NA,9,2,13,26,12,6,16,20,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100020244040,239,1985,1987,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100015741570,239,1981,1986,NA,0,0,NA,NA,NA,NA,NA,NA,NA,4,6,5,10,12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100003251873,239,1992,1996,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,7,3,5,NA,NA,NA,NA
100002182960,239,1980,1986,NA,0,0,NA,NA,NA,NA,NA,NA,6,11,6,11,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100007547647,239,1987,1998,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18,2,8,27,32,19,26,32,35,15,7,NA,NA
100003702634,239,1991,2000,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,11,23,9,10,14,23,10,19,6
100019431921,239,1980,1982,NA,0,NA,NA,NA,NA,NA,NA,NA,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100015645281,239,1977,1982,0,0,NA,NA,NA,NA,5,3,13,18,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100008177702,239,1997,1999,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,NA
100006726062,239,1979,1980,NA,0,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001212866,239,1977,1993,0,0,0,0,0,NA,10,25,82,15,2,35,8,24,32,2,2,6,3,9,3,1,3,NA,NA,NA,NA,NA,NA,NA
100011556361,239,1992,1994,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,NA,NA,NA,NA,NA,NA
100010339710,239,1986,1989,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100002233409,239,1991,2000,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,16,8,14,2,11,14,13,25
100014858492,239,1997,1998,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA
100009244076,239,1985,2000,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,24,36,67,94,100,128,7,12,16,14,15,8,17,4,1,2
100018344891,239,1977,1977,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100011935891,239,1999,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
100000805051,239,1977,1981,0,0,NA,NA,NA,NA,6,8,5,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100019375712,239,1995,1999,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,10,10,8,NA
100013507304,239,1977,1986,0,0,0,NA,NA,NA,2,9,30,3,1,15,10,25,21,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100018469966,239,1988,2000,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,7,6,16,42,40,12,21,11,15,19,69,46
100017300026,239,1977,1983,1,1,1,NA,NA,NA,9,12,10,14,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100000437020,239,1989,1998,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,3,2,14,10,16,3,8,17,NA,NA
100009102151,239,1977,1979,0,0,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100012198015,239,1983,1994,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,12,39,32,41,28,31,26,9,10,19,5,NA,NA,NA,NA,NA,NA
100008455408,239,1977,1987,0,0,0,NA,NA,NA,9,7,27,34,28,2,1,5,3,7,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100010446124,239,1988,2000,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,23,40,37,10,10,6,10,6,1,1,2
100012337583,239,1999,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
100015018681,239,1996,1999,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,8,7,NA
100005173336,239,1988,1992,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,10,9,17,19,NA,NA,NA,NA,NA,NA,NA,NA
100016786023,239,1993,1995,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,NA,NA,NA,NA
100006251026,239,1977,1977,0,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100008868719,239,1990,1995,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,7,9,2,NA,NA,NA,NA,NA
100005199985,239,1977,1981,0,0,NA,NA,NA,NA,6,4,13,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100016240732,239,1988,1993,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,15,13,2,2,2,NA,NA,NA,NA,NA,NA,NA
100013600280,239,1993,1996,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,5,3,NA,NA,NA,NA
100019433196,239,1990,1991,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
100013634331,239,1996,1998,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,8,NA,NA
100001444552,239,1989,2000,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,22,21,17,26,9,5,6,16,19,69,46
100011535890,239,1988,2000,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,22,51,67,135,22,22,9,13,16,7,1,3
100004563119,239,1998,1999,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,9,NA
100019453502,239,1991,1996,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,2,4,4,2,NA,NA,NA,NA
100004400661,239,1990,1994,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,3,NA,NA,NA,NA,NA,NA
100004275871,239,1986,1991,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
100013988680,239,1999,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
100001629958,239,1977,1983,0,0,0,NA,NA,NA,6,4,5,12,10,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100019306707,239,1977,1984,1,1,1,NA,NA,NA,1,4,14,20,8,5,11,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100000382309,239,1983,2000,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,7,21,36,62,34,20,23,52,16,39,10,4,9,5,15,3,13,9
100013430214,239,1994,1996,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,3,NA,NA,NA,NA
100012878528,239,1977,1981,0,0,NA,NA,NA,NA,6,4,2,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100012657602,239,1980,1983,NA,0,0,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100006876904,239,1977,2000,0,0,0,0,0,0,3,12,78,96,204,208,90,99,208,441,20,5,33,22,8,8,5,8,4,3,2,6,11,4
100016998982,239,1977,1981,0,0,NA,NA,NA,NA,6,1,9,13,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100007036245,239,1977,1980,0,0,NA,NA,NA,NA,4,9,21,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100012362302,239,2000,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
100013460548,239,1990,1999,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,23,26,35,5,3,10,5,8,10,NA
100005486846,239,1977,1991,0,0,0,0,NA,NA,2,10,11,36,94,6,9,22,11,3,0,4,8,15,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
100019099133,239,1998,1999,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,NA
100009919170,239,1977,1983,0,0,0,NA,NA,NA,7,2,5,7,19,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005559425,239,1999,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
100008707482,239,2000,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
100005822019,239,1999,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2
100013209583,239,1984,1986,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100012402913,239,1977,1984,1,1,1,NA,NA,NA,2,3,9,8,17,8,17,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100010030753,239,1982,1991,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,7,8,16,1,10,11,8,16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
100002264061,239,1993,1995,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,NA,NA,NA,NA,NA
100002912765,239,1999,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
100000772577,239,1977,1982,0,0,NA,NA,NA,NA,4,10,12,19,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100016025439,239,1981,2000,NA,1,1,1,1,1,NA,NA,NA,NA,2,13,57,91,113,160,81,37,44,57,100,66,9,1,8,23,43,43,8,9
100006840029,239,1977,1984,0,0,0,NA,NA,NA,5,11,35,19,40,78,15,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100009736704,239,1977,1977,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100021059701,239,1997,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,0
100009220156,239,1993,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,13,11,1,11,14,11,10
100014981656,239,1981,2000,NA,0,0,0,0,0,NA,NA,NA,NA,11,41,8,29,17,6,15,16,23,62,77,63,79,12,6,17,50,21,24,41
100005308272,239,1992,1995,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,2,0,NA,NA,NA,NA,NA
100000045938,239,1995,1997,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,4,NA,NA,NA
100015851421,239,1993,1996,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10,5,10,NA,NA,NA,NA
100008967441,239,1978,2000,NA,1,1,1,1,1,NA,1,4,28,92,151,87,88,34,34,40,48,57,56,139,175,75,6,3,16,21,7,14,14
100019259922,239,2000,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
100010838935,239,1991,1994,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,11,7,4,NA,NA,NA,NA,NA,NA
100009793442,239,1977,1979,0,0,NA,NA,NA,NA,3,8,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100007842446,239,1996,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,1,2
100015339581,239,1980,1987,NA,0,0,NA,NA,NA,NA,NA,NA,7,20,36,44,42,23,13,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100020350783,239,1979,2000,NA,0,0,0,0,1,NA,NA,10,49,39,102,82,74,88,111,5,12,27,50,11,4,3,13,11,30,53,83,63,24
100020639192,239,1979,1985,NA,0,1,NA,NA,NA,NA,NA,1,12,28,38,52,48,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100011035576,239,1988,1990,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100020896956,239,1977,1997,1,0,0,0,0,NA,20,19,63,21,4,14,26,7,21,30,42,53,61,131,154,97,155,22,2,4,8,NA,NA,NA
100011101482,239,1986,1988,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100016257761,239,1978,1980,NA,0,NA,NA,NA,NA,NA,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001811498,239,1988,1992,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,8,1,3,NA,NA,NA,NA,NA,NA,NA,NA
100013295775,239,1999,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
100005481632,239,2000,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
100020263309,239,1985,2000,NA,NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,9,4,4,22,9,3,7,1,4,12,10,24,46,35,6,4
100019687760,239,1977,1994,0,0,0,0,0,NA,3,10,6,38,28,72,78,21,19,52,94,50,39,38,44,21,11,9,NA,NA,NA,NA,NA,NA
100005310642,239,1991,2000,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,5,15,7,11,6,25,28,22,6
100009924894,239,1977,1978,0,0,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001261866,239,1983,1986,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005629555,239,1989,1991,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
100009511207,239,1977,1981,0,0,NA,NA,NA,NA,5,6,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100001110986,239,1981,1985,NA,0,0,NA,NA,NA,NA,NA,NA,NA,5,4,3,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100019808043,239,1995,2000,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,20,23,3,2
100008145062,239,1983,1988,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,6,3,10,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100008287586,239,1977,1986,1,1,1,NA,NA,NA,9,13,30,73,98,2,10,13,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100013994364,239,1991,1993,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,3,NA,NA,NA,NA,NA,NA,NA
100015563432,239,1991,2000,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,2,1,7,18,26,56,100,100
